CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks
7.6,1,2,0,70,3.4,0,1,55,74
6.5,1,2,0,76,4.3,0,0,58,66
7.5,1,1,0,72,4.2,0,0,57,72
7.6,1,1,0,83,4.8,1,1,79,79
8.1,2,3,2,88,4.7,1,1,80,87
8.1,1,3,2,90,4.7,1,1,70,85
8.6,2,1,0,70,4.2,0,1,56,64
8.3,2,3,2,90,4.8,1,1,85,88
8.7,2,3,2,90,4.8,1,1,80,84
6.8,0,2,1,72,4.4,0,0,62,62
8.4,0,3,2,87,4.2,1,1,80,84
8.2,1,2,2,82,4.3,1,1,59,72
8.4,1,1,0,81,4.6,1,0,78,82
7.0,1,1,1,72,3.8,0,0,55,68
7.4,0,3,2,80,4.4,1,1,79,67
7.6,1,1,0,74,4.6,1,1,76,64
8.5,2,3,2,90,4.6,1,1,81,76
7.6,1,3,1,73,4.1,0,1,80,70
8.4,2,1,1,87,4.2,1,1,76,78
7.3,1,1,1,77,4.1,0,0,58,74
8.3,0,3,0,88,4.7,1,1,73,74
8.1,2,2,0,83,4.7,1,1,78,86
7.7,1,1,1,66,4.1,0,1,58,61
8.5,1,3,2,90,4.7,1,1,76,87
8.4,1,1,0,84,4.5,0,1,68,71
7.5,1,1,0,77,4.0,0,1,62,67
7.7,1,3,0,90,4.3,1,1,80,78
8.0,2,3,0,84,4.1,1,0,83,66
6.5,1,1,0,60,3.9,0,1,61,67
7.6,0,1,0,71,4.0,0,1,58,66
8.3,1,3,2,86,4.8,1,1,66,88
7.7,1,2,0,78,4.5,0,1,75,65
8.4,2,3,1,80,4.6,1,1,75,79
7.9,0,3,0,75,3.6,1,1,62,70
7.6,0,2,0,68,3.9,0,1,64,61
6.5,1,1,0,80,3.8,0,0,61,65
8.6,0,3,2,90,4.8,1,1,81,82
6.5,1,1,0,82,4.1,0,1,64,65
8.5,2,3,2,88,4.4,1,1,88,85
7.5,0,1,1,79,4.4,0,1,76,71
8.3,2,3,2,85,4.8,1,1,77,83
7.8,1,3,2,84,4.6,1,1,89,65
8.0,2,3,2,81,3.9,1,1,79,81
7.8,1,2,0,83,3.5,0,0,57,63
7.0,0,1,1,67,4.1,0,1,69,81
7.3,1,2,1,86,4.3,0,1,68,64
6.5,1,1,0,74,3.5,0,0,74,62
8.3,0,2,1,89,4.7,0,1,56,69
7.9,1,1,1,65,4.3,0,0,57,80
8.5,1,2,0,85,4.3,0,1,55,83
8.5,1,1,1,81,4.7,1,1,77,59
8.6,0,3,2,75,4.0,1,1,78,84
6.7,0,3,1,67,4.2,1,0,63,63
8.5,2,3,2,90,4.8,0,1,90,83
6.6,2,1,1,77,3.4,0,0,66,66
8.2,1,2,2,79,4.8,1,1,74,70
8.1,1,2,0,74,4.2,0,1,55,67
7.7,0,3,0,87,4.7,1,1,81,60
7.5,1,1,1,77,3.9,1,1,58,71
7.9,1,1,1,70,3.4,0,0,62,71
8.7,2,3,2,90,4.8,1,1,78,84
8.6,1,2,2,90,4.6,1,1,81,87
7.5,1,1,0,72,4.3,0,0,59,65
8.4,0,3,2,89,4.1,1,1,70,84
8.9,1,2,1,84,4.1,1,1,68,62
8.5,2,1,0,86,4.7,1,1,64,83
6.6,0,1,0,81,4.5,1,1,58,86
6.5,1,1,1,66,3.7,0,1,55,61
8.2,0,3,2,89,4.3,1,0,85,84
7.6,2,1,1,74,3.8,1,1,61,83
7.9,1,3,1,71,4.6,1,1,57,68
8.1,2,3,1,79,3.9,1,1,82,80
7.1,1,1,0,76,3.9,0,0,57,70
7.8,2,3,2,90,4.8,1,1,87,87
8.8,2,3,2,90,4.8,1,1,71,84
6.5,1,3,2,71,4.2,0,0,80,88
7.5,2,3,0,81,4.8,1,1,80,80
8.3,2,3,2,86,4.8,1,1,78,83
7.5,1,2,1,76,4.4,0,1,70,75
7.5,1,3,3,90,4.6,1,1,86,79
7.7,2,3,0,71,3.8,0,0,73,74
6.5,0,2,2,81,4.6,1,1,79,69
7.6,0,3,0,71,3.9,1,1,57,75
7.6,0,2,2,67,4.0,0,1,76,67
7.7,1,1,0,72,4.1,0,0,61,68
7.3,1,1,0,76,4.4,0,1,62,70
8.1,2,2,1,79,4.5,1,1,72,81
6.9,1,1,0,78,4.2,1,1,66,69
8.3,1,3,0,83,4.7,0,0,63,81
7.5,1,2,0,76,3.8,0,1,55,84
7.5,1,1,0,65,3.9,0,1,58,69
7.6,2,1,3,67,3.7,0,1,55,68
8.0,0,3,0,88,4.6,1,1,84,70
7.4,0,2,2,78,3.8,0,1,80,70
6.6,1,1,1,64,4.4,0,0,64,60
7.3,1,2,1,88,4.8,0,0,55,74
8.3,1,3,0,90,4.7,1,1,86,78
8.0,1,3,2,90,4.8,1,1,77,88
8.6,2,3,2,79,4.8,1,1,75,86
8.4,1,3,2,90,4.8,1,1,88,84
7.5,1,3,0,88,4.8,1,0,82,85
7.5,1,1,0,87,4.6,0,0,58,65
8.2,0,2,2,88,3.3,1,1,74,68
6.5,1,2,2,76,4.8,0,1,81,85
6.7,0,1,0,68,3.5,0,0,63,68
7.4,1,1,1,77,4.1,1,1,73,74
8.4,0,1,0,80,4.5,0,0,77,72
8.0,2,3,1,85,4.8,1,1,72,82
8.1,2,3,0,90,4.7,1,1,79,82
7.4,1,1,0,90,4.4,0,1,58,63
7.4,1,1,1,67,3.3,0,0,55,63
6.5,1,1,0,77,4.3,0,0,55,66
8.2,1,3,2,81,4.5,1,0,70,83
6.5,2,1,0,67,3.7,0,0,55,67
7.5,2,2,2,90,4.3,1,1,85,83
8.2,1,3,2,87,4.6,1,1,77,88
8.2,0,3,0,81,4.2,1,1,68,85
7.5,1,1,3,78,4.5,0,0,69,73
6.8,1,1,0,73,3.7,0,1,55,65
6.6,1,1,2,72,4.8,0,0,65,66
8.7,0,2,2,84,4.5,1,1,83,84
7.3,1,2,0,65,4.2,0,0,55,65
7.7,1,2,0,82,4.4,0,1,57,69
7.3,1,1,1,71,3.8,0,1,57,57
7.0,1,1,1,86,3.8,0,0,57,72
6.5,1,2,0,65,4.0,0,0,61,63
7.6,1,1,1,67,3.5,0,0,55,67
7.4,1,1,1,78,4.3,0,1,55,66
7.6,1,3,0,71,4.7,1,0,64,67
7.4,2,3,3,86,4.2,1,1,60,75
8.3,1,3,1,90,4.8,1,1,71,84
8.4,0,1,2,80,4.0,1,1,62,85
7.2,0,1,0,66,3.3,0,0,55,67
7.5,1,2,0,73,4.4,0,0,66,84
7.9,1,1,0,70,4.3,1,1,73,68
7.6,0,1,0,78,4.8,0,0,78,63
7.5,1,3,0,71,4.2,0,1,65,67
8.6,2,3,3,90,4.8,1,1,66,83
8.6,1,2,0,86,4.8,1,1,69,77
6.9,1,2,1,68,4.5,1,1,56,65
7.9,1,3,0,82,4.4,1,1,76,83
7.6,1,2,0,89,4.5,1,1,71,82
6.6,2,2,0,80,4.8,1,1,57,84
8.5,1,1,2,78,4.5,0,1,58,73
7.9,0,2,0,75,4.3,0,0,79,63
8.0,0,1,1,81,4.0,0,0,55,73
7.9,2,3,3,90,4.7,1,0,77,61
7.6,0,1,2,72,3.7,0,0,55,61
7.9,1,3,2,90,4.8,1,1,76,70
7.9,2,3,2,88,4.6,1,1,69,81
8.6,1,2,0,87,4.3,1,1,69,69
7.5,1,3,2,83,4.3,1,1,75,81
6.8,1,1,0,68,4.3,0,1,65,69
7.6,2,3,2,90,4.5,1,1,75,82
7.8,1,1,2,90,4.0,1,1,71,83
6.5,0,1,1,68,4.1,0,0,55,65
6.8,1,2,2,84,4.1,1,1,55,67
8.5,0,1,0,81,4.2,1,1,74,65
7.3,0,3,0,70,4.3,0,0,55,70
8.7,2,3,3,90,4.7,1,1,84,81
8.3,1,3,2,89,4.4,1,1,63,81
7.6,1,3,0,82,4.3,0,1,73,87
7.4,1,1,1,78,3.7,0,1,55,64
8.1,0,3,2,90,4.8,1,1,84,86
7.5,1,1,0,69,3.9,0,1,55,72
8.3,1,2,2,88,4.6,1,1,85,88
8.1,0,3,0,90,4.7,1,0,83,84
7.5,1,1,0,75,4.1,1,1,83,57
7.7,1,3,2,90,4.3,1,1,76,83
6.9,0,2,1,69,4.0,0,1,62,61
7.5,1,1,1,69,3.4,0,1,59,71
7.6,1,2,0,88,4.8,1,1,62,80
6.5,0,2,0,69,3.6,0,1,55,75
6.7,1,2,1,60,4.1,0,0,55,70
7.6,1,2,0,76,4.0,0,0,62,61
8.5,0,1,1,64,3.8,1,0,56,81
8.7,1,2,2,74,4.1,1,1,75,87
7.5,1,1,0,81,4.6,1,1,60,67
8.3,2,3,2,90,4.8,1,1,80,87
8.6,2,3,2,90,4.8,1,1,88,87
8.5,2,3,2,87,4.8,1,1,74,78
7.4,1,3,2,90,4.0,1,1,71,83
8.3,0,3,1,88,4.1,1,1,55,80
7.7,2,3,2,87,4.8,1,1,80,82
8.9,2,3,2,90,4.8,1,1,83,82
7.5,1,1,1,76,3.9,0,1,77,67
7.6,1,1,1,72,4.5,1,1,57,68
8.1,0,2,1,88,4.8,0,1,62,81
7.5,1,2,1,90,4.3,1,1,59,84
7.9,1,3,0,88,4.7,1,1,87,85
8.3,2,3,0,83,4.8,1,1,84,79
7.5,1,1,0,77,4.8,0,1,55,58
7.7,1,3,0,80,4.8,1,1,73,82
6.7,1,1,0,76,4.2,0,1,55,66
7.6,0,1,0,81,3.9,1,1,61,83
6.8,0,1,0,84,4.0,0,1,80,69
8.5,1,1,2,77,4.3,1,1,80,81
6.7,0,1,1,72,4.4,0,0,55,60
7.1,2,3,0,75,3.5,1,0,69,69
7.5,1,1,0,72,4.1,0,0,55,72
6.5,1,1,0,82,4.4,0,0,71,65
8.6,2,3,2,90,4.8,1,1,81,79
7.3,1,1,0,76,4.3,0,1,63,69
6.6,1,1,1,60,3.9,0,0,61,73
7.9,0,3,1,84,4.3,1,0,83,84
8.2,0,3,3,90,4.7,1,1,65,87
6.6,1,1,0,68,4.6,0,0,57,72
7.7,0,2,0,90,4.5,1,1,86,84
8.3,2,3,2,87,4.6,1,1,78,82
7.4,2,2,1,78,4.3,1,0,68,69
7.8,1,2,0,70,4.3,0,1,63,63
8.4,1,3,1,79,4.4,1,1,78,82
8.2,1,1,0,79,4.2,0,0,72,69
7.6,1,3,1,79,3.9,1,1,70,85
6.5,1,2,1,72,4.5,0,0,60,69
6.5,0,1,0,66,3.4,0,0,55,66
8.1,0,3,0,84,3.3,0,0,86,65
8.3,0,3,2,84,4.3,0,0,81,82
7.1,2,2,0,81,4.4,1,1,64,64
8.6,2,3,1,90,4.8,1,1,58,71
7.4,2,3,2,90,4.6,1,0,74,87
7.9,2,2,2,88,4.8,1,1,81,85
6.5,1,1,0,77,3.9,1,0,67,71
7.6,0,1,0,79,4.0,0,0,55,63
8.8,2,3,2,90,4.8,1,1,70,83
7.6,2,2,1,73,4.7,0,0,59,62
7.7,1,1,1,86,4.3,0,1,60,63
7.5,1,2,2,71,4.1,0,1,72,83
6.5,0,1,1,60,3.7,0,0,61,68
7.6,1,2,0,77,4.1,0,1,55,58
8.3,2,3,2,90,4.6,1,1,78,79
8.3,1,2,1,73,4.1,1,1,63,65
8.5,2,3,2,90,4.8,1,1,81,80
8.0,1,2,0,86,4.8,1,1,67,73
7.8,1,3,2,90,4.8,1,1,80,84
6.9,1,1,0,76,4.0,0,0,55,66
8.3,1,1,2,81,4.6,1,0,59,85
6.6,1,1,0,64,3.2,1,1,55,62
8.1,0,2,2,80,4.4,1,0,82,85
8.5,2,3,2,90,4.8,1,1,80,80
8.4,1,3,1,79,4.0,1,1,80,83
8.0,1,3,1,83,4.7,1,1,77,83
8.2,2,3,2,90,4.8,1,1,81,88
7.3,1,1,2,66,4.6,0,1,55,70
8.3,2,2,1,64,4.0,0,1,55,65
7.3,0,1,1,74,4.1,0,0,64,72
6.5,1,3,2,81,4.5,0,0,72,82
7.8,1,3,2,78,4.8,1,1,78,67
8.1,2,3,2,90,4.6,1,0,74,84
7.6,0,1,2,79,4.8,1,1,56,85
8.3,2,3,2,90,4.2,1,1,71,81
8.2,2,3,2,90,4.8,1,1,70,84
8.1,0,3,2,89,4.8,1,1,78,83
7.5,0,2,1,67,4.4,0,1,55,68
6.6,1,3,0,70,4.1,1,0,78,63
6.7,1,2,1,64,3.8,0,1,82,64
8.0,2,3,0,84,4.6,1,1,88,81
7.7,1,3,1,89,4.8,1,1,88,83
8.4,2,3,1,83,4.4,1,1,77,79
8.7,2,3,2,87,4.7,1,1,80,84
7.4,1,3,1,82,4.4,1,0,56,83
7.5,1,2,0,66,4.2,0,1,55,65
7.6,1,1,0,83,4.3,0,1,57,71
7.8,2,3,2,83,4.7,1,1,78,85
8.3,2,3,1,83,4.5,1,1,80,84
7.0,1,1,0,71,4.1,0,1,56,73
6.6,1,1,0,61,3.0,0,0,67,70
6.8,1,2,0,79,4.1,0,1,62,82
8.4,1,2,3,90,4.7,1,1,84,71
8.5,1,3,2,89,4.0,1,1,68,74
7.6,1,2,0,77,4.1,0,1,68,72
8.1,1,3,0,87,4.7,1,1,83,85
8.2,2,3,0,76,3.9,1,1,75,66
8.0,1,2,1,85,4.5,0,1,66,71
6.5,1,2,0,76,4.2,0,1,55,65
7.2,1,1,1,66,3.5,0,0,55,74
7.2,1,2,1,72,4.4,0,1,63,74
7.5,1,1,0,81,4.2,0,1,55,59
7.5,2,1,0,84,3.8,0,0,61,63
7.7,1,3,1,84,3.9,0,1,55,78
7.5,1,2,1,90,4.6,0,1,72,83
6.5,1,1,0,76,3.7,0,0,67,65
7.6,2,3,1,89,4.5,1,0,72,84
8.0,2,3,0,84,4.6,1,1,76,83
8.2,1,2,2,69,4.0,1,0,58,63
8.4,1,1,1,83,4.8,1,0,69,83
7.8,2,3,0,78,4.8,1,0,74,82
8.8,2,3,2,84,4.8,1,1,78,81
8.4,1,3,2,90,4.8,1,1,69,87
7.6,1,2,0,77,4.6,1,0,84,67
7.1,1,2,0,72,4.4,1,0,69,69
8.1,1,1,1,86,4.5,0,1,73,69
8.9,1,1,0,70,4.7,1,1,76,82
8.6,1,2,0,80,4.2,0,0,55,68
8.4,2,2,0,83,4.8,1,0,71,66
6.8,1,1,0,80,3.6,0,0,66,69
8.2,2,2,2,90,4.3,1,1,73,80
8.4,1,2,2,86,4.5,1,1,86,79
8.5,2,3,2,90,4.1,1,1,77,78
7.5,1,1,0,69,3.8,0,1,62,60
7.4,1,1,0,72,4.0,0,1,63,69
7.6,2,1,2,87,4.8,1,0,88,62
7.8,1,3,2,90,4.8,1,1,58,78
7.9,1,3,1,80,4.8,1,0,79,87
7.9,1,3,2,66,4.1,0,0,55,58
8.2,2,3,0,83,4.3,1,1,84,87
6.5,1,1,0,82,4.3,0,1,57,70
7.5,1,2,0,67,4.4,1,0,66,84
7.9,1,2,0,75,3.9,0,1,62,73
7.4,0,1,3,66,3.3,0,1,63,71
6.5,1,1,1,75,4.5,0,0,55,65
7.8,1,1,2,82,4.3,1,1,59,65
6.5,1,1,1,78,4.3,0,1,77,69
7.6,1,1,1,79,4.3,0,1,55,58
8.3,1,2,2,82,4.6,1,1,83,87
7.6,1,2,0,73,4.0,1,1,75,64
7.5,1,1,2,82,4.5,1,1,77,84
7.5,1,1,3,79,4.5,1,0,56,71
6.5,0,1,0,66,3.8,0,0,55,62
8.3,2,2,2,85,4.8,1,1,76,88
7.5,1,1,1,70,3.8,0,1,63,73
8.5,2,3,2,87,4.1,1,1,85,83
6.5,0,2,1,71,3.8,0,1,55,72
8.2,1,3,2,90,4.8,1,0,79,85
7.6,1,2,0,65,4.3,1,1,71,62
8.1,1,1,1,72,4.6,1,0,61,63
6.9,0,2,2,75,4.3,1,1,55,70
6.5,2,3,2,84,4.5,1,0,81,68
8.7,2,3,2,90,4.8,1,1,75,88
8.0,2,3,2,90,4.3,0,1,67,86
8.0,1,3,0,80,4.7,0,1,68,83
8.2,0,1,1,79,4.3,1,1,57,68
8.7,1,3,1,90,4.7,1,1,83,88
6.5,1,2,0,78,4.6,0,1,62,57
8.2,2,3,2,90,4.8,1,1,77,83
7.6,1,2,1,72,4.0,0,1,81,78
7.5,1,1,0,79,3.7,0,0,55,58
7.7,1,2,0,81,3.8,1,1,65,59
7.4,2,2,2,90,4.1,1,0,81,85
7.1,1,3,0,81,4.4,1,1,78,72
8.4,2,3,2,89,4.1,1,1,83,80
8.5,2,3,2,84,4.6,1,1,85,82
8.6,2,3,2,89,4.8,1,1,73,87
8.3,1,3,1,83,4.1,0,1,66,82
7.8,1,3,0,82,3.9,0,0,55,83
8.1,1,1,0,76,3.4,0,1,70,62
7.2,1,1,0,61,4.4,0,1,57,77
7.6,2,2,1,84,4.8,1,1,90,84
6.5,2,3,0,79,3.7,1,1,68,86
8.3,2,3,2,82,4.3,0,1,74,60
7.7,1,3,2,81,4.8,0,1,55,73
8.0,1,3,2,90,4.4,1,1,87,81
6.9,0,3,1,87,4.6,1,1,66,75
7.4,1,2,0,71,4.6,0,0,63,68
8.0,2,3,0,90,4.5,1,1,85,79
8.5,1,3,0,90,4.5,1,1,74,83
7.4,1,1,1,73,3.7,0,0,55,63
7.7,1,1,0,77,3.7,0,0,55,64
8.2,1,3,0,90,4.8,1,1,82,72
8.3,2,3,2,90,4.8,1,1,78,84
8.4,2,3,2,90,4.8,1,1,74,86
6.6,2,3,1,72,4.6,1,0,56,57
7.7,2,3,2,82,4.8,1,1,80,87
8.7,2,3,2,90,4.8,1,1,88,87
8.5,2,3,2,90,4.8,1,1,80,83
8.5,2,3,2,90,4.7,1,1,78,84
7.8,1,2,2,76,4.0,0,1,73,58
6.5,1,1,0,74,4.7,1,1,82,78
6.8,1,1,0,69,3.3,0,0,63,63
6.7,1,1,0,75,4.1,1,1,70,68
7.5,1,1,2,72,4.3,0,0,55,66
6.8,1,2,0,69,3.7,0,1,57,71
7.8,0,2,0,71,4.4,0,1,74,65
7.5,1,1,0,71,3.7,0,1,55,61
8.5,0,1,0,71,4.0,1,0,73,69
8.1,2,3,2,90,4.6,1,1,82,88
7.7,1,1,1,89,4.4,0,0,55,63
7.6,1,2,0,73,4.4,0,1,56,66
8.3,1,3,2,90,4.8,1,1,70,82
7.7,2,2,0,80,3.8,1,1,62,72
7.3,1,1,0,81,4.4,0,0,55,65
8.4,1,3,2,90,4.8,1,1,80,87
7.5,0,2,2,79,4.6,1,1,90,67
8.9,1,3,0,85,4.8,1,1,73,81
8.2,2,3,3,90,4.5,1,1,80,86
6.5,1,1,1,72,3.3,0,1,55,62
7.8,1,3,2,90,4.1,1,0,70,86
8.7,1,3,2,90,4.8,1,1,68,81
8.3,1,2,0,89,4.5,1,1,75,72
7.6,1,1,2,81,3.9,0,1,62,78
8.3,1,2,2,89,4.8,1,1,75,81
7.7,0,2,0,79,4.0,0,0,58,72
7.5,0,1,1,78,3.5,0,1,55,78
6.5,1,1,0,70,4.4,0,1,74,72
7.5,1,3,0,86,4.5,1,1,90,67
7.4,0,1,1,69,3.5,0,0,69,63
6.7,1,2,0,89,4.7,0,1,55,82
7.9,1,1,0,71,4.4,1,1,82,88
6.7,0,1,0,77,4.1,0,0,63,68
6.8,0,3,1,74,4.5,1,1,83,69
8.3,2,2,2,75,3.8,0,1,71,66
7.0,1,1,0,86,4.0,0,1,55,83
7.6,0,2,0,77,3.7,1,1,72,80
8.7,2,3,2,90,4.8,1,1,75,87
7.5,1,3,0,77,4.5,1,0,82,64
7.6,1,2,0,71,4.1,0,0,56,63
8.1,1,2,1,68,4.8,1,1,76,74
7.7,0,3,0,83,4.2,1,1,71,82
7.5,0,2,0,78,3.5,0,1,83,60
7.7,2,1,2,79,4.6,1,1,57,80
7.9,1,3,0,81,3.2,0,1,74,78
8.2,2,3,0,88,4.0,1,1,75,75
8.0,1,3,1,75,4.2,1,1,76,84
6.5,0,1,0,77,4.1,0,0,55,67
6.8,1,1,1,89,4.6,0,1,56,70
8.1,2,3,2,90,4.8,1,1,79,87
7.4,0,1,0,79,3.3,0,1,58,61
7.9,1,2,0,84,4.1,0,1,58,75
7.5,1,1,1,76,4.5,1,0,59,59
8.2,1,1,1,84,3.9,1,1,61,60
8.3,2,3,2,80,4.2,1,1,76,87
8.5,1,1,2,87,4.5,1,1,67,67
7.8,0,3,2,89,4.7,1,1,72,88
8.1,0,3,0,76,3.9,1,1,66,83
6.9,1,1,0,76,4.5,0,0,58,58
8.2,2,3,2,90,4.8,1,1,72,82
8.5,2,2,0,85,4.5,1,1,71,78
6.5,1,2,1,76,4.3,0,0,69,62
7.4,1,2,0,64,4.7,1,1,77,65
7.8,1,3,0,76,4.4,1,1,74,74
8.1,1,3,0,77,4.3,0,1,71,69
8.3,1,2,2,85,4.6,1,1,72,88
8.2,0,1,2,88,4.6,1,0,75,58
8.3,1,3,2,88,4.4,1,1,79,85
7.4,1,2,1,62,4.5,1,1,60,66
6.5,1,1,0,87,4.3,0,0,55,74
8.4,2,3,2,83,4.8,1,1,77,86
8.2,2,3,2,90,4.7,1,1,85,80
7.5,1,1,0,60,3.3,0,1,55,72
7.1,1,3,1,77,4.2,1,1,62,60
6.8,1,1,0,82,4.2,0,0,59,72
8.3,1,3,2,90,4.8,1,1,75,80
7.8,1,3,2,83,4.8,1,1,88,83
8.3,1,3,0,84,4.4,1,1,73,84
7.7,1,2,0,88,4.8,1,1,75,82
7.4,1,1,0,79,4.8,0,1,72,66
8.2,1,1,1,64,3.7,0,0,59,66
6.8,2,2,2,78,4.3,1,1,78,86
7.9,2,3,2,90,4.8,1,1,82,84
6.7,1,2,1,80,4.1,0,0,63,59
8.4,2,3,2,90,4.8,1,1,69,88
8.2,1,2,1,90,4.7,1,1,76,80
8.5,1,3,3,70,3.8,1,1,72,85
7.5,1,1,0,81,4.7,1,1,57,64
7.4,0,1,1,82,4.5,0,1,55,69
8.7,2,3,2,90,4.8,1,1,90,80
7.2,1,1,0,85,3.5,0,1,84,70
8.2,0,1,0,81,4.4,1,0,63,77
7.9,1,1,1,69,3.9,0,0,62,60
7.8,1,1,0,79,3.8,1,1,58,61
7.6,1,1,0,89,4.2,0,1,55,68
8.5,2,2,2,80,4.8,1,1,75,88
7.7,0,2,0,70,4.0,0,1,55,66
8.6,2,3,2,90,4.8,1,1,84,85
8.4,2,3,0,83,4.4,1,1,85,82
8.1,2,3,2,85,4.6,1,1,82,85
7.2,1,2,2,76,3.6,0,0,60,75
7.4,1,1,0,64,3.7,0,0,56,59
7.4,1,3,0,78,4.6,1,1,74,82
8.4,2,1,2,77,4.5,1,1,71,72
6.5,1,3,0,72,4.6,1,1,85,69
7.8,0,2,0,74,4.7,1,1,77,81
7.6,1,2,0,63,4.7,0,0,55,63
8.3,2,3,2,90,4.8,1,1,87,81
7.9,2,3,1,82,4.2,1,1,83,69
8.5,2,3,0,85,4.5,1,1,86,84
8.0,1,1,0,75,4.3,1,1,75,85
8.1,2,3,2,90,4.8,1,1,84,87
8.3,2,3,0,90,4.8,1,1,84,86
8.7,2,3,2,90,4.8,1,1,73,84
7.5,1,2,0,78,4.4,1,1,61,71
7.7,2,2,0,80,4.0,0,0,55,65
8.5,1,1,1,77,4.5,1,1,57,66
8.1,1,3,2,82,4.8,1,1,80,68
6.5,1,1,1,74,4.0,0,0,56,73
6.5,1,2,0,70,4.0,0,1,68,66
8.3,1,3,0,90,4.7,1,1,71,86
8.3,1,1,1,81,4.5,1,1,64,65
7.7,0,2,2,90,4.8,1,1,60,87
7.6,0,2,2,78,4.4,1,1,80,71
7.5,1,3,1,90,4.8,1,1,74,85
7.7,1,1,1,70,4.6,0,1,55,66
6.8,1,2,0,78,3.8,0,1,77,66
8.6,2,3,2,90,4.8,1,1,77,86
7.5,1,2,0,70,4.2,0,1,55,72
6.5,1,1,0,85,3.7,0,0,60,74
7.7,0,1,1,72,4.1,0,1,55,64
7.8,2,3,0,86,4.6,1,1,74,86
8.8,1,3,0,76,4.7,1,1,75,84
7.9,0,2,1,87,4.4,0,0,71,70
8.1,2,3,2,83,4.6,1,1,83,85
7.4,1,1,0,66,3.8,1,1,62,65
7.9,2,3,2,90,4.8,1,1,78,86
7.8,1,1,0,82,4.2,0,1,75,71
6.5,1,1,1,62,3.4,0,1,69,70
8.5,1,3,2,87,4.4,1,1,82,82
6.7,0,1,0,74,4.2,1,1,55,68
6.6,1,1,0,73,3.4,0,0,56,69
6.5,2,3,2,71,3.8,1,1,66,80
7.2,1,1,1,67,4.3,0,0,74,72
8.2,1,3,0,84,4.5,1,1,70,74
7.6,1,1,1,77,4.5,0,0,82,64
8.2,1,2,1,70,3.9,0,1,55,71
7.4,1,3,0,81,3.7,1,1,69,74
8.8,2,3,2,90,4.7,1,1,80,86
6.5,1,2,1,79,4.2,1,1,81,64
6.7,0,1,0,80,3.1,0,1,55,63
8.5,1,3,0,90,4.8,1,1,79,88
7.4,2,1,2,75,4.4,1,0,64,66
7.5,1,2,1,69,3.8,0,1,57,69
6.6,2,3,2,85,4.8,1,1,79,85
8.8,2,3,2,90,4.8,1,1,82,88
8.4,2,1,2,85,4.1,1,1,81,66
8.1,1,2,2,86,4.4,1,1,81,86
7.4,1,2,1,75,4.0,0,1,56,68
7.8,2,3,2,81,4.8,0,1,65,79
8.5,2,3,2,90,4.8,1,1,82,70
7.5,1,2,0,89,4.5,1,1,79,83
6.5,0,2,0,78,4.5,0,1,55,68
7.2,0,2,1,86,4.2,1,1,55,70
6.9,1,2,0,88,4.6,1,1,58,84
8.3,2,3,0,90,4.6,1,1,75,71
6.6,0,2,0,73,4.2,1,1,62,84
7.7,1,3,2,83,4.8,1,1,82,82
6.5,0,2,1,84,4.8,0,1,74,84
7.8,2,3,2,90,4.8,1,0,82,79
8.2,2,3,1,90,3.9,1,1,76,82
8.2,2,3,0,65,4.3,1,1,78,83
8.2,0,2,0,89,4.1,0,1,55,82
7.1,1,3,2,72,3.8,1,0,57,62
8.2,2,3,2,90,4.8,1,1,73,88
7.6,0,1,2,75,4.5,0,0,80,66
7.7,2,3,2,82,4.8,1,1,80,83
7.6,1,2,0,77,4.3,1,1,66,83
8.1,0,2,1,85,4.8,1,0,87,80
8.7,0,2,2,89,4.6,1,1,77,85
6.7,1,2,0,73,3.4,0,1,55,59
6.7,0,1,1,79,3.6,1,0,74,70
6.9,1,1,1,81,4.0,0,1,70,70
8.4,2,3,2,90,4.7,1,1,74,84
8.3,1,3,1,87,4.5,1,0,70,82
8.9,2,3,2,90,4.7,1,1,81,87
8.1,1,3,2,90,4.8,1,1,81,83
8.4,1,0,2,81,4.2,1,1,74,88
6.5,1,1,0,68,4.3,0,1,55,70
8.4,2,3,2,90,4.4,1,1,74,88
8.8,2,3,2,88,4.7,1,1,78,88
7.6,1,1,2,87,4.1,1,1,79,67
6.8,2,3,2,82,3.9,1,0,76,81
7.4,1,2,0,70,4.5,1,1,70,64
8.1,1,3,2,90,4.3,1,1,74,80
8.3,0,3,2,90,4.8,1,1,75,83
8.5,1,3,1,82,4.7,1,1,76,88
6.8,1,2,1,79,4.6,0,0,63,78
6.7,0,2,0,66,3.9,0,0,58,68
7.2,0,1,1,79,4.1,0,1,83,67
7.9,2,3,2,82,4.6,1,0,72,87
6.6,1,1,0,69,3.8,0,1,61,64
7.9,1,2,0,90,4.8,0,1,75,85
8.5,1,3,2,85,4.6,1,1,71,84
8.0,0,2,1,67,4.1,1,1,74,75
8.0,1,1,2,87,4.1,1,1,74,68
7.4,0,2,1,79,3.6,0,1,55,65
8.1,2,2,0,90,4.8,1,1,71,83
7.5,1,3,2,83,4.8,0,1,72,82
7.6,1,3,0,82,4.5,0,1,56,72
7.6,1,3,1,73,4.4,0,1,55,62
7.8,1,2,2,77,4.3,0,0,81,83
7.4,1,1,1,76,4.0,1,1,55,62
8.3,1,3,2,88,4.8,1,1,77,85
